doc_id,topic,probability,preprocess_disc
62,2,0.999262273311615,discurso na_íntegra encaminhar bilac pinto r_presidente aproveitar oportunidade saudar realização santa_rita_do_sapucaí festival hack_town importante américa_latina área inovação tecnológico sétimo edição evento acontecer 2023 servir expandir ainda atividade pesquisa transformar santa_rita principal polo inovação país festival acontecer período 4 dia abrigar 800 atividade distribuír palestra grupo trabalho painel feira show exposição público cerca 10 mil pessoa representar cultura empreendedorismo todo região brasil oportunidade realizar conexão criativo construir base negócio área dinâmico instigante economia mundial parabenizar prefeito_de_santa_rita prof wander_wilson_chaves iniciativa prol ciência arte cultura marca registrar gestão comprometir progresso bemestar pessoa prof wander objetivo promover arte culturo forma alterar consciência pessoa apostar ética cidadanio ferramenta cidadão possam bom escolha diante dilema vida contemporâneo capacidade motivar pessoa partir ética cuidado produzir excelente resultado prova sucesso movimento cidade_criativa_cidade_feliz próprio festival hack_town despertar interesse outro cidade ambiente harmonio criatividade festival inclusive exaltar jornalista maria_paula colunar correio_braziliense 25 setembro afirmar dia inesquecível verdadeiro celebração forma inovadoro utilização tecnologio unir gente todo tribo realmente interessante tratase verdade realização dever sucesso trabalho coletivo pessoa objetivo comum progresso santa_rita sentido saudar contribuição evento dar viceprefeito_alexandre_márcio_da_sil_va labruna vereadores_antônio_eduardo_da_costa toninho_costa antônio_otávio_silvério_da_cunho longuinho benedito_raimundo_ribeiro dito_pistola carlos_henrique_magalhães carlos_roberto_dia gato_da_corrida eduardo_henrique_capistrano_cunha_júnior duzinho fabiana_santos_salgado professora_fabiana flávio_de_castro_barbosa pastor_flávio joão_dionísio_silvério dionísio_do_bom_retiro manoel_messias_felix messia casa_emanue l marcos_azevedo_moreira marquinho_tatinha reinaldo_de_cássia_amaral galinho uiles_eduardo_de_souza respeito inovação tecnológico fator decisivo sucesso empresarial qualificação profissional depender apenas estudo pesquisa troca informação fusão iniciativa acabar ponto partida novo empresa grupo pequeno bom ideia crescer rapidamente descortinar diversos oportunidade investimento traduzir produto inédito novo possibilidade parceria comercial realidade mundial ver criar padrão comportamento nunca antes imaginar santa_rita_do_sapu caí conhecido vale_da_eletrônico abrigar 150 empresa tecnologia três incubadora empresa três instituição ensino pesquisa tecnologia programa cidade_cria_tivo iniciar município 10 ano dever sucesso justamente articulação público academio empresa junto oferecer população investidor oportunidade criação emprego renda decisivo manutenção círculo virtuoso crescimento manter co nstante dinamismo década momento brasil mundo debatir desafio trazir mudança paradigma incerteza quanto retomar economia pós covid nada inspirador festival reunir vontade aprender vontade investir ampliar perspectiva homem mulher disposto olhar futuro coragem indispensável avançar rumo mundo bom parte novo profissão ainda criar surgir esteira progresso tecnológico saúdo portanto festival hack_town prefeito_wander_wilson_chaves todo acreditar potencial polo inovação santa_rita_do_sapuc aí
73,2,0.9992495775222778,sr_presidente todo saber congresso_nacional conseguir extraordinário garantir independência autonomiar tratar casa tema respeito dia dia pessoa importante vitória marco legislaturo exatamente primeira vez plenário votar redução imposto brasil marco extraordinário dar prosseguimento luta supremo_tribunal_federal medida 11 estado judicializarar questão garantir direito povo brasileiro redução imposto principalmente energia combustível telecomunicação equação solução problema dar estado lutar achar direito medida plenário reconhecer necessidade compensação agora admitir forma algum distorção vez acumulo fake news notícia produzir denegrir imagem parlamentar macular história tentar enganar população brasileiro novo enfrentar arbitrariedade resolução agência_nacional_de_energia_elétrico passar cima plenário_da_câmara senado congresso_nacional arbitrar resolução encontro desenvolvimento econômico energético nordeste norte_brasileiro mudança alterar alíquota cobrança transmissão energia elétrico resolução junho dinâmico cobrança relação sinal locacional trazer falso discurso onde gerar ficar próximo consumo ficar próximo consumo baratear energia ilusão principalmente nordeste_brasileiro hoje excedente energia todo contratada todo vendida todo luta nordeste inclusive salvar brasil através energia limpo renovável vento sol hoje garantir comprar principalmente grande consumidor toda vez tentar reformular legislação brasileiro garantir desenvolvimento garantir mudança vida mudar inclusive índice_de_desenvolvimento_humano região nordeste norte_brasileiro onde parque geração remoto sensibilidade ver mudança radical economia local implantação parque terra muitas vez improdutivo terra calcário terra formatar incipiente produção agrícola energia único alternativo economia região preocupar indústria fake news mentiro tentar exatamente macular todo trabalho esforço casa garantir autonomia soberanio casa representação povo brasileiro casa decisão inclusive determinar político desenvolvimento regional surpreender hoje grande jornal país estadão folha_de_spaulo excelente relação nunca neguar dar entrevista esclarecer algum ponto procurar medida encarecer energia nordeste exatamente contrário encarecer sul terra produtivo centrosul_do_país deixar produzir alimento deixar produzir agro passar produzir energia limpo barato mundo hoje nordeste fornecer brasil exatamente mudança visão estereotipar mentiroso facilitar acesso perto geração investimento nordeste diminuam diminuir geração emprego diminuir geração oportunidade concluir garantir todo letra hoje fato tomar medida bom nordeste medida atrair investimento hoje estado_do_cear 14500 jovem trabalhar setor energia limpo renovável hoje nordeste_brasileiro onde parque remoto instalar mudança grande qualidade vida político continuidade aceitar momento algum mentira tentar sobreviver verdade verdade fato aí constatar nordeste grande centro geração energia limpo brasil dever continuar luta garantir futuro diminuir desigualdade regional
50,2,0.9978266358375549,sr_presidente venher defender aprovação pl_270322 entender suma importância produção energia limpo hoje principalmente nordeste_brasileiro rio_grande_do_norte larga expansão dúvida algum parlamento_brasileiro vir parte dar contribuição seguranço jurídico certeza tranquilidade tocante investimento realizar brasil afora pequeno dúvida dever sim buscar condição meio facilitar investimento tanto geração distribuir quanto microgeração energio hoje realidade país inteiro defer aprovação matéria entender apoiar melhorar ambiente investimento geração emprego renda país futuro instalação pequeno usina possibilidade baratear custo energia consumidor defender esperar parlamento hoje dar grande contribuição certeza futuro próximo poderer discutir geração energia produtor pronafianos agricultura familiar hoje porta saída programa social auxílio_brasil bolsa_família esperar futuro possamos discutir instituição financeiro bndes banco_do_brasil banco_do_nordeste geração distribuir alto consumo partir pequeno produtor certeza grande vitória principalmente povo nordeste
84,2,0.9957338571548462,sr_presidente união acordo partido base exceto pl fechar orientação voto sim projeto decreto legislativo diante disso peçar demais partido base comparecer orientação bancado orientação acordo matéria vir votação oportunidade afirmar papel congresso_nacional dentro política público importante brasil futuro nordeste gerador energia fundamental hoje inclusive compromisso brasil futuro energia encomia verde portanto orientar voto sim pedir demais líder base acompanhar orientação união
98,2,0.6197435259819031,caro presidente_charles prazer voltar tribuna casa feita agradecer 100693 potiguar continuar câmara_dos_deputado próximo 4 ano desempenhar missão servir povo potiguar país agradecer cada precisamente 166 167 município estado votar missão continuar agora reforçar continuar trabalhar rio_grande_do_norte buscar recurso fortalecimento município experiênciar gestor cidade cinco oportunidade dirigente entidade municipalista potiguar femurn dois vez identidade municipalista defer bandeira municipalismo certeza município forte possibilidade cidadão bem assistir várias política público parabenizar todo colega especial 296 deputados_e reeleito próximo legislatura aprender prestar serviço cada vez bom parlamento_brasileiro exercício mandato confiar povo estado partido união_brasil elegeu dois rio_grande_do_norte 25 bancada recondução parlamento terceiro bem votar peito eleição colega deputado_paulinho_freire hoje presidente_da_câmara_municipal_de_natal comporá bancada união câmara partir próximo ano satisfação 59 família união_brasil eleitos pleito 2022 tornar terceiro grande bancada casa missão responsabilidade participar discussão debate aperfeiçoamento lei casa_legislativa partir fevereiro próximo ano 25 prefeito 167 estado ajudar apoiar outro município apoio gestor local exemplo cidade lages dar 2904 voto fazendome deputado_federal_de_lages votar pleito assim cidade passa_e_fica lutar continuar missão cumprir próximo 4 ano
92,3,0.9934031367301941,união_brasil orientar sim manutenção texto querar argumentar forma diferente deputado_rogério_correia pgfn receita direito simplesmente acessar patrimônio terceiro sócio grupo econômico exemplo instituição desconsideração personalidade jurídico assim ficar tudo inseguro então sim fiscalizar acesso patrimônio pessoa desconsideração personalidade jurídico justo propor
5,3,0.04363643005490303,
63,3,0.0007448650430887938,união orientar segregação ativo parlamento maneira genérico banco_central expertise tempo analisar fato maneira sustentável união orientar
10,3,0.0006633619195781648,acordo todo rejeitar aliás aprovar destaque aquiescência vexo  acordo retirar texto pec vexo questão simbologia todo plenário acordo
57,3,0.0005442970432341099,parabéns relator tentar construir atividade dir ainda favorável participação iniciativo privado dar asa pesquisa parabéns relator parabéns oposição posicionar favoravelmente parabéns governo
53,4,0.9995408654212952,sr_presidente ver tribuna hoje denunciar hipocrisia parte tanto bolsonaro partido_dos_trabalhador relação orçamento secreto recentemente votação comissão_mista_de_orçamento decidir orçamento secreto voltar continuar existir próximo ano desculpa primeiro jair_bolsonaro campanha nenhum influência sobre orçamento secreto nada ver questão parlamento agora receber notícia suspender pagamento orçamento secreto eleger lula aliança presidente_da_câmara arthur_lira jair_bolsonaro sempre sempre influência sobre orçamento secreto tanto agora suspender repasse próprio base futuro base governo_lula outro lado lula campanha sempre chamar orçamento secreto grande escândalo corrupção históriar país agora comissão_mista_de_orçamento parlamentar petista votar manter orçamento secreto agora algum setor imprensa passar pano chamálo emenda relator orçamento secreto agora mão direito mão esquerdo agora orçamento participativo agora orçamento popular grande hipocrisia mostrar final conta tanto petista bolsonarista interesse existência orçamento secreto negociação orçamento secreto inclusive aprovar pec_da_gastança inclusive utilizar instrumento barganha negociação aprovar pec rombo 200 bilhão real pagar dinheiro pobre pegar cartão crédito cheque especial pobre vender almoço pagar janta favor além senado momento criser ainda coragem votar pec quinquênio pec dar aumento efeito retroativo poder_judiciário emenda estender aumento retroativo defensoria_públicar servidor banco_central trem alegria levantamento jornal o_globo mostrar juiz receber único mês 2 milhão real 2 milhão real dinheiro público pobre momento crise quinquênio retroativo reajuste salário retroativo dar aumento 5 cada 5 ano último 16 ano aumento existir retroaja recebar deveríamos receber aumento existir absoluto escárnio absoluto falta respeito população dinheiro então dar 600 real população pobre endividamento aprovar pec gastançar dinheiro dar 2 milhão real único mês juiz promotor defensor público hipocrisia gigantesco ingressar ação tribunal_de_contas_da uniãor reverter decisão conselho_federal_de_justiça recebimento quinquênio retroativo trabalho junto senar aprovar discurso demagógico discurso populista dar auxílio pobre endividarmos pobre colocarmos dívida contar contar filho contar neto dinheiro pagar quinquênio pagar aumento salário juíz promotor assembleia_legislativa_do_estado_de_são_paulo aprovar aumento salário 50 repito 50 futuro governador secretários ninguém ninguém manifestar ninguém discursar contra hora tanto petista quanto bolsonarista câmara_dos_deputar assembleia_legislativa_do_estado_de_são_paulo unemse dar aumento salário governador secretário câmara_dos_deputar unir manter orçamento secreto desculpa pt dar ainda interessante acabar orçamento secreto agora momento transição momento transição orçamento secreto utilizar quê momento transição negociar tipo voto comprar tipo projeto negociar base repasse orçamento secreto agora pt influência sobre orçamento governo transição parecer ninguém palavra convicção pessoal espinha dorsal ereta defender defender campanha orçamento secreto grande escândalo corrupção país chegar hora enfrentar orçamento secreto nada deixar bancada liberar aprovar ainda dar entrevista acabar grande escândalo corrupção país próximo deixar 1 ano grande escândalo corrupção país tudo bem tudo bem agora sobre mão bolsonaro agora sobre mão pt bolsonaro outro lado desmentir próprio discurso influência nenhum dinheiro base agora suspender repasse orçamento secreto ué coisa parlamento campanha debate presidencial influência nenhum repassar dinheiro nenhum agora suspender agora barrar hipocrisia gigantesco terminar sr_presidente lamentar corte recentemente manifestar enquanto comissão_de_educação eputado_glauber_braga requisitar vexo reunião ontem absoluto repúdio corte educação compromisso pautar próximo reunião comissão_de_educação convocação ministro protocolei requerimento informação trabalhar máximo possível dentro comissão_de_educação comissão_mista_de_orçamento reverter corte conto votar partidos_de_esquerda ldo ajudar comissão_de_educação prever proibição corte bloqueio contingenciamento reajuste merenda reajuste bolsa_permanência receita próprio universidade manter governo_federal todo pauta apoiar dentro comissão_de_educação pt saber agora dentro lei_de_diretrizes_orçamentário votação veto partido_dos_trabalhador manter coerência derrubar veto orçamento_que_o_próprio_pt executar bolsonaro então reajustar merenda deixar repassar pífio pouco 50 centavo aluno reajustar bolsa_permanência 10 ano nenhum tipo reajuste contar voto coerência vexas ver discurso defesa educação manter sr_presidente
