chunk_id,chunk_text,preprocess_agenda,tokens
63,"Sem que o Minha Casa, Minha rodeios e curvas.",casa rodeio curva,"[""casa"", ""rodeio"", ""curva""]"
64,"Vida fosse desmantelado; e atuei fortemente para Esse estilo de viver e fazer a aprovação histórica da política é a essência de um Reforma Tributária, projeto desafio que a Fundação do presidente do MDB, Baleia Ulysses Guimarães apresenta: Rossi, discutido na comissão “O Brasil precisa pensar o especial que teve Hildo Rocha Brasil”.",vida desmantelar atueir fortemente estilo viver fazer aprovação histórico político essência reforma tributário projeto desafio fundação mdb baleia ulysses guimarães apresentar rossi discutir comissão brasil precisar pensar especial hildo rocha brasil,"[""vida"", ""desmantelar"", ""atueir"", ""fortemente"", ""estilo"", ""viver"", ""fazer"", ""aprovação"", ""histórico"", ""político"", ""essência"", ""reforma"", ""tributário"", ""projeto"", ""desafio"", ""fundação"", ""mdb"", ""baleia"", ""ulysses"", ""guimarães"", ""apresentar"", ""rossi"", ""discutir"", ""comissão"", ""brasil"", ""precisar"", ""pensar"", ""especial"", ""hildo"", ""rocha"", ""brasil""]"
65,"A proposta de trazer à frente. subsídios ao debate sucessório de 2026 mostra a força de No momento, o meu desafio é quem dialoga. O partido relatar o Orçamento de 2026. dá continuidade a projetos Diante de decisões recentes marcantes, como o “Ponte do Congresso, faço ajustes que para o futuro” e “Todos por um permitirão ao governo tocar só Brasil”.",proposta trazer frente subsídio debate sucessório 2026 mostrar força momento desafio dialogar partido relatar orçamento 2026 dar continuidade projeto diante decisão recente marcante ponte congresso fazer ajuste futuro todo permitir governo tocar brasil,"[""proposta"", ""trazer"", ""frente"", ""subsídio"", ""debate"", ""sucessório"", ""2026"", ""mostrar"", ""força"", ""momento"", ""desafio"", ""dialogar"", ""partido"", ""relatar"", ""orçamento"", ""2026"", ""dar"", ""continuidade"", ""projeto"", ""diante"", ""decisão"", ""recente"", ""marcante"", ""ponte"", ""congresso"", ""fazer"", ""ajuste"", ""futuro"", ""todo"", ""permitir"", ""governo"", ""tocar"", ""brasil""]"
66,"O sentimento é de obras e manter programas quem tem pressa, mas antes sociais.",sentimento obra manter programa pressa antes social,"[""sentimento"", ""obra"", ""manter"", ""programa"", ""pressa"", ""antes"", ""social""]"
67,escuta.,escutar,"[""escutar""]"
68,"É mais um passo na Na polarização, o caminho do história iniciada por Ulysses e entendimento é o indicado.",passo polarização caminho históriar iniciar ulysse entendimento indicar,"[""passo"", ""polarização"", ""caminho"", ""históriar"", ""iniciar"", ""ulysse"", ""entendimento"", ""indicar""]"
69,"meus antigos antecessores na Isto aprendi com meu pai, liderança da bancada, como Isnaldo Bulhões. Aprendi Mário Covas, Pedroso Horta e com as pessoas do sertão Tancredo Neves.",antigo antecessor aprender pai liderança bancada isnaldo bulhão aprender mário cova pedroso horta pessoa sertão tancredo neves,"[""antigo"", ""antecessor"", ""aprender"", ""pai"", ""liderança"", ""bancada"", ""isnaldo"", ""bulhão"", ""aprender"", ""mário"", ""cova"", ""pedroso"", ""horta"", ""pessoa"", ""sertão"", ""tancredo"", ""neves""]"
70,"Vamos ouvir e pensar o Brasil. Pensar o Brasil é pensar o futuro ALDO REBELO COORDENADOR-GERAL DO PROJETO “O BRASIL PRECISA PENSAR O BRASIL” O projeto “O Brasil Precisa Pensar o Brasil”, da Fundação Ulysses Guimarães, reveste- -se da importância das ideias que, depois de formuladas, podem desenhar o futuro do Brasil e dos brasileiros.",ir ouvir pensar brasil pensar brasil pensar futuro aldo rebelo coordenador geral projeto brasil precisar pensar brasil projeto brasil precisar pensar brasil fundação ulysses guimarães revestir importância ideia formular poder desenhar futuro brasil brasileiro,"[""ir"", ""ouvir"", ""pensar"", ""brasil"", ""pensar"", ""brasil"", ""pensar"", ""futuro"", ""aldo"", ""rebelo"", ""coordenador"", ""geral"", ""projeto"", ""brasil"", ""precisar"", ""pensar"", ""brasil"", ""projeto"", ""brasil"", ""precisar"", ""pensar"", ""brasil"", ""fundação"", ""ulysses"", ""guimarães"", ""revestir"", ""importância"", ""ideia"", ""formular"", ""poder"", ""desenhar"", ""futuro"", ""brasil"", ""brasileiro""]"
71,"Há décadas, nossa Pátria está mergulhada em uma tríplice crise que compromete o futuro das gerações vindouras: a estagnação econômica, a desindustrialização e a crise fiscal que sufocam a economia e bloqueiam o crescimento.",década pátria mergulhar tríplice crise comprometer futuro geração vindouro estagnação econômico desindustrialização crise fiscal sufocar economia bloqueiar crescimento,"[""década"", ""pátria"", ""mergulhar"", ""tríplice"", ""crise"", ""comprometer"", ""futuro"", ""geração"", ""vindouro"", ""estagnação"", ""econômico"", ""desindustrialização"", ""crise"", ""fiscal"", ""sufocar"", ""economia"", ""bloqueiar"", ""crescimento""]"
72,"O primeiro e o principal desafio é exatamente recuperar a capacidade do País de voltar a crescer, reconstruir a geração de receitas que só o desenvolvimento é capaz de proporcionar.",primeiro principal desafio exatamente recuperar capacidade país voltar crescer reconstruir geração receita desenvolvimento capaz proporcionar,"[""primeiro"", ""principal"", ""desafio"", ""exatamente"", ""recuperar"", ""capacidade"", ""país"", ""voltar"", ""crescer"", ""reconstruir"", ""geração"", ""receita"", ""desenvolvimento"", ""capaz"", ""proporcionar""]"
73,"A crise fiscal não será resolvida por aumento de impostos ou esmagamento da capacidade do Estado de assegurar O segundo desafio consiste serviços básicos para a na busca de redução das população, principalmente desigualdades sociais que os mais pobres. Há um outro afrontam a consciência caminho, o do crescimento nacional, e o principal que gere arrecadação caminho para alcançar tal necessária sem que a objetivo é elevar a oferta sociedade seja sacrificada de educação de qualidade pelo aumento de tributos.",crise fiscal resolver aumento imposto esmagamento capacidade assegurar segundo desafio consistir serviço básico buscar redução população principalmente desigualdade social pobre outro afrontar consciência caminho crescimento nacional principal gerir arrecadação caminho alcançar tal necessária objetivo elevar oferta sociedade sacrificar educação qualidade aumento tributo,"[""crise"", ""fiscal"", ""resolver"", ""aumento"", ""imposto"", ""esmagamento"", ""capacidade"", ""assegurar"", ""segundo"", ""desafio"", ""consistir"", ""serviço"", ""básico"", ""buscar"", ""redução"", ""população"", ""principalmente"", ""desigualdade"", ""social"", ""pobre"", ""outro"", ""afrontar"", ""consciência"", ""caminho"", ""crescimento"", ""nacional"", ""principal"", ""gerir"", ""arrecadação"", ""caminho"", ""alcançar"", ""tal"", ""necessária"", ""objetivo"", ""elevar"", ""oferta"", ""sociedade"", ""sacrificar"", ""educação"", ""qualidade"", ""aumento"", ""tributo""]"
74,"O a todos os brasileiros, Brasil pode se apoiar nas suas independentemente do seu três promissoras fronteiras nível de renda e condição econômicas: a da agropecuária social. Esta será a principal e agroindústria, com seus promessa de uma democracia imensos recursos naturais, verdadeira e duradoura para o conhecimento de agricultura nosso povo. tropical e valiosa classe de produtores rurais; a fronteira Finalmente, o terceiro desafio mineral, com imensuráveis está relacionado com o depósitos de terras raras; e a esforço de construção da fronteira energética disponível democracia e recuperação da nos rios da Amazônia, capacidade do País de dialogar fábricas naturais de energia sem ódios e ressentimentos. hidrelétrica, no petróleo O Brasil precisa de coesão da Margem Equatorial e na nacional e social na sua disponibilidade de alternativas marcha para o futuro.",todo brasileiro brasil poder apoiar independentemente três promissoro fronteira nível rendo condição econômico agropecuária social principal agroindústria promessa democracia imenso recurso natural verdadeiro duradouro conhecimento agriculturar povo tropical valioso classe produtor rural fronteira finalmente terceiro desafio mineral imensurável relacionar depósito terra raro esforço construção fronteiro energético disponível democracia recuperação rio amazônia capacidade país dialogar fábrica natural energia ódio ressentimento hidrelétrico petróleo brasil precisar coesão margem equatorial nacional social disponibilidade alternativo marcha futuro,"[""todo"", ""brasileiro"", ""brasil"", ""poder"", ""apoiar"", ""independentemente"", ""três"", ""promissoro"", ""fronteira"", ""nível"", ""rendo"", ""condição"", ""econômico"", ""agropecuária"", ""social"", ""principal"", ""agroindústria"", ""promessa"", ""democracia"", ""imenso"", ""recurso"", ""natural"", ""verdadeiro"", ""duradouro"", ""conhecimento"", ""agriculturar"", ""povo"", ""tropical"", ""valioso"", ""classe"", ""produtor"", ""rural"", ""fronteira"", ""finalmente"", ""terceiro"", ""desafio"", ""mineral"", ""imensurável"", ""relacionar"", ""depósito"", ""terra"", ""raro"", ""esforço"", ""construção"", ""fronteiro"", ""energético"", ""disponível"", ""democracia"", ""recuperação"", ""rio"", ""amazônia"", ""capacidade"", ""país"", ""dialogar"", ""fábrica"", ""natural"", ""energia"", ""ódio"", ""ressentimento"", ""hidrelétrico"", ""petróleo"", ""brasil"", ""precisar"", ""coesão"", ""margem"", ""equatorial"", ""nacional"", ""social"", ""disponibilidade"", ""alternativo"", ""marcha"", ""futuro""]"
75,eólica e solar.,eólico solar,"[""eólico"", ""solar""]"
76,"Trajetória do Projeto O projeto “O Brasil Precisa e a mobilização de mais Pensar o Brasil” representou de 8.500 pessoas. Esses uma oportunidade de escuta encontros promoveram o qualificada, mobilização diálogo direto com lideranças nacional e formulação política políticas, gestores públicos, conectada às aspirações especialistas e cidadãos, em contemporâneas da sociedade um processo que colocou as brasileira.",trajetória projeto projeto brasil precisar mobilização pensar brasil representar 8 500 pessoa oportunidade escutar encontro promover qualificado mobilização diálogo direto liderança nacional formulação político político gestor público conectar aspiração especialista cidadão contemporâneo sociedade processo colocar brasileira,"[""trajetória"", ""projeto"", ""projeto"", ""brasil"", ""precisar"", ""mobilização"", ""pensar"", ""brasil"", ""representar"", ""8"", ""500"", ""pessoa"", ""oportunidade"", ""escutar"", ""encontro"", ""promover"", ""qualificado"", ""mobilização"", ""diálogo"", ""direto"", ""liderança"", ""nacional"", ""formulação"", ""político"", ""político"", ""gestor"", ""público"", ""conectar"", ""aspiração"", ""especialista"", ""cidadão"", ""contemporâneo"", ""sociedade"", ""processo"", ""colocar"", ""brasileira""]"
77,"Sua metodologia, realidades locais no centro do aplicada ao longo de 10 debate nacional. meses de intenso trabalho ao longo de 2025, expressa De forma complementar, o o compromisso da Fundação projeto realizou 21 encontros Ulysses Guimarães e do MDB virtuais temáticos, conectando com o debate público plural, especialistas e lideranças técnico e democrático sobre partidárias de todo o Brasil os rumos do País. para discutir os principais eixos da agenda pública Foram realizados 25 contemporânea: reformas encontros regionais estruturais, economia, presenciais, abrangendo política, agropecuária, saúde, 22 unidades da federação, educação, segurança pública, com representatividade das meio ambiente, relações cinco regiões brasileiras internacionais, segurança O BRASIL PRECISA PENSAR O BRASIL: UMA CONSTRUÇÃO COLETIVA DE FUTURO jurídica, ciência e tecnologia, do Brasil, consolidandoinfraestrutura, defesa e se como uma experiência integração nacional. democrática de formulação coletiva, ancorada na escuta, A amplitude e a transparência no debate respeitoso e no do processo foram reforçadas compromisso com um futuro com a criação de uma viável e possível para a nação página na internet, que brasileira. garantiu ampla cobertura nas redes sociais e acesso Esse processo culminou público aos conteúdos e no Encontro Nacional às sínteses de cada etapa. realizado nos dias 21 e 22 A escuta da população foi de outubro de 2025, que também orientada por duas consolidou as percepções e os sondagens nacionais, voltadas posicionamentos construídos à identificação de prioridades ao longo do percurso. Trata-se temáticas e percepções sobre de uma plataforma de escuta os desafios do País. e formulação que permanece aberta, pois pensar o Brasil Além disso, o projeto é, mais do que uma tarefa de recebeu centenas de governo ou de eleição, uma contribuições voluntárias, missão contínua.",metodologia realidade local centro aplicar longo 10 debate nacional mês intenso trabalho longo 2025 expressa forma complementar compromisso fundação projeto realizar 21 encontro ulysse guimarães mdb virtual temático conectar debate público plural especialista liderança técnico democrático sobre partidária todo brasil rumo país discutir principal eixo agenda público realizar 25 contemporâneo reforma encontro regional estrutural economia presencial abranger política agropecuário saúde 22 unidade federação educação segurança público representatividade meio ambiente relação cinco região brasileiro internacional segurança brasil precisar pensar brasil construção coletivo futuro jurídico ciência tecnologia brasil consolidandoinfraestrutura defesa experiência integração nacional democrático formulação coletivo ancorar escutar amplitude transparênciar debate respeitoso processo reforçar compromisso futuro criação viável possível nação página internet brasileira garantir amplo cobertura rede social acesso processo culminar público conteúdo encontro nacional síntese cada etapa realizar dia 21 22 escutar população outubro 2025 orientar dois consolidar percepção sondagem nacional voltar posicionamento construír identificação prioridade longo percurso tratar temático percepção sobre plataforma escutar desafio país formulação permanecer aberto pois pensar brasil além de isso projeto tarefa receber centena governo eleição contribuição voluntário missão contínuo,"[""metodologia"", ""realidade"", ""local"", ""centro"", ""aplicar"", ""longo"", ""10"", ""debate"", ""nacional"", ""mês"", ""intenso"", ""trabalho"", ""longo"", ""2025"", ""expressa"", ""forma"", ""complementar"", ""compromisso"", ""fundação"", ""projeto"", ""realizar"", ""21"", ""encontro"", ""ulysse"", ""guimarães"", ""mdb"", ""virtual"", ""temático"", ""conectar"", ""debate"", ""público"", ""plural"", ""especialista"", ""liderança"", ""técnico"", ""democrático"", ""sobre"", ""partidária"", ""todo"", ""brasil"", ""rumo"", ""país"", ""discutir"", ""principal"", ""eixo"", ""agenda"", ""público"", ""realizar"", ""25"", ""contemporâneo"", ""reforma"", ""encontro"", ""regional"", ""estrutural"", ""economia"", ""presencial"", ""abranger"", ""política"", ""agropecuário"", ""saúde"", ""22"", ""unidade"", ""federação"", ""educação"", ""segurança"", ""público"", ""representatividade"", ""meio"", ""ambiente"", ""relação"", ""cinco"", ""região"", ""brasileiro"", ""internacional"", ""segurança"", ""brasil"", ""precisar"", ""pensar"", ""brasil"", ""construção"", ""coletivo"", ""futuro"", ""jurídico"", ""ciência"", ""tecnologia"", ""brasil"", ""consolidandoinfraestrutura"", ""defesa"", ""experiência"", ""integração"", ""nacional"", ""democrático"", ""formulação"", ""coletivo"", ""ancorar"", ""escutar"", ""amplitude"", ""transparênciar"", ""debate"", ""respeitoso"", ""processo"", ""reforçar"", ""compromisso"", ""futuro"", ""criação"", ""viável"", ""possível"", ""nação"", ""página"", ""internet"", ""brasileira"", ""garantir"", ""amplo"", ""cobertura"", ""rede"", ""social"", ""acesso"", ""processo"", ""culminar"", ""público"", ""conteúdo"", ""encontro"", ""nacional"", ""síntese"", ""cada"", ""etapa"", ""realizar"", ""dia"", ""21"", ""22"", ""escutar"", ""população"", ""outubro"", ""2025"", ""orientar"", ""dois"", ""consolidar"", ""percepção"", ""sondagem"", ""nacional"", ""voltar"", ""posicionamento"", ""construír"", ""identificação"", ""prioridade"", ""longo"", ""percurso"", ""tratar"", ""temático"", ""percepção"", ""sobre"", ""plataforma"", ""escutar"", ""desafio"", ""país"", ""formulação"", ""permanecer"", ""aberto"", ""pois"", ""pensar"", ""brasil"", ""além"", ""de isso"", ""projeto"", ""tarefa"", ""receber"", ""centena"", ""governo"", ""eleição"", ""contribuição"", ""voluntário"", ""missão"", ""contínuo""]"
78,"vindas de todas as regiões Encontros Virtuais 19/02 - Encontro Virtual com Michel Temer 01/04 - Encontro Virtual com Rubens Barbosa 07/04 - Encontro Virtual com Romero Jucá ESPECIALISTAS E 14/04 - Encontro Virtual com Samuel Pessôa LIDERANÇAS DEBATEM 22/04 - Encontro Virtual com Evaristo de Miranda OS TEMAS CENTRAIS 29/04 - Encontro Virtual com EM TRANSMISSÕES Paulo Rabello de Castro 06/05 - Encontro Virtual com AO VIVO NO CANAL Priscila Cruz e Naercio Menezes 13/05 - Encontro Virtual com DE YOUTUBE DA FUG. Luís Antônio Paulino 27/05 - Encontro Virtual com Carlos Alberto Di Franco Escaneie o QR Code com a câmera do 03/06 - Encontro Virtual com celular e assista o vídeo da trajetória de construção do documento Vinícius Lummertz programático Caminhos para o Brasil. 10/06 - Encontro Virtual com Leonardo Picciani e Leandro Cruz 08/07 - Encontro Virtual com João Gabbardo e Maurício Serpa 15/07 - Encontro Virtual com Renato Meirelles 22/07 - Encontro Virtual com Roberto Rodrigues 29/07 - Encontro Virtual com Sérgio Etchegoyen 05/08 - Encontro Virtual com Hussein Kalout 12/08 - Encontro Virtual com Baleia Rossi 18/08 - Encontro Virtual com Pablo Ortellado 26/08 - Encontro Virtual com Luciana Yeung 27/08 - Encontro Virtual com Aldo Rebelo 15/09 - Encontro Virtual com Simone Tebet Encontros 24/03 - Encontro Regional do Paraná 12/05 - Seminário Caminhos do Agro em Florianópolis Regionais 14/05 - Seminário Caminhos para a Inclusão em Porto Alegre 17/05 - Encontro Regional de São Paulo 21/05 - Seminário Caminhos dos Municípios no Brasil Real em Brasília 22/05 - Encontro Regional do Amapá 02/06 - Encontro Regional do DEBATES PRESENCIAIS Maranhão NOS ESTADOS, 13/06 - Encontro Regional de Alagoas MOBILIZANDO 20/06 - Encontro Regional do Amazonas (Parte 1 e Parte 2) LIDERANÇAS LOCAIS, 27/06 - Encontro Regional do Ceará MILITÂNCIA E 30/06 - Encontro Regional de Minas Gerais (Montes Claros) SOCIEDADE CIVIL. 04/07 - Encontro Regional de Rondônia 11/07 - Encontro Regional de Santa Catarina 22/07 - Encontro Regional de Pernambuco 31/07 - Encontro Regional de Sergipe 07/08 - Encontro Regional de Minas Gerais (Belo Horizonte) 08/08 - Encontro Regional de Mato Grosso 11/08 - Encontro Regional do Rio de Janeiro 12/08 - Encontro Regional do Distrito Federal 14/08 - Encontro Regional do Rio de Janeiro 25/08 - Encontro Regional da Bahia 12/09 - Encontro Regional do Encontro regional realizado em Mato Grosso do Sul São Paulo em 17/05/2025. 15/09 - Encontro Regional do Rio Grande do Sul 18/09 - Encontro Regional do Acre 25/09 - Encontro Regional do Pará I I .",vindo todo região encontro virtual 19 02 encontro virtual michel temer 01 04 encontro virtual rubens barbosa 07 04 encontro virtual romero jucá especialista 14 04 encontro virtual samuel pessôa liderança debatir 22 04 encontro virtual evaristo miranda tema central 29 04 encontro virtual transmissão paulo rabello castro 06 05 encontro virtual viver canal priscila cruz naercio menezes 13 05 encontro virtual youtube fug luís antônio paulino 27 05 encontro virtual carlos alberto di franco escaneie qr code câmera 03 06 encontro virtual celular assista vídeo trajetória construção documento vinícius lummertz programático caminho brasil 10 06 encontro virtual leonardo piccianir leandro cruz 08 07 encontro virtual joão gabbardo maurício serpa 15 07 encontro virtual renato meirelles 22 07 encontro virtual roberto rodrigues 29 07 encontro virtual sérgio etchegoyen 05 08 encontro virtual hussein kalout 12 08 encontro virtual baleia rossi 18 08 encontro virtual pablo ortellar 26 08 encontro virtual luciana yeung 27 08 encontro virtual aldo rebelo 15 09 encontro virtual simone tebet encontro 24 03 encontro regional paraná 12 05 seminário caminho agro florianópolis regional 14 05 seminário caminho inclusão porto alegre 17 05 encontro regional paulo 21 05 seminário caminho município brasil real brasília 22 05 encontro regional amapá 02 06 encontro regional debate presencial maranhão estados 13 06 encontro regional alagoas mobilizar 20 06 encontro regional amazona parte 1 parte 2 liderança local 27 06 encontro regional ceará militância 30 06 encontro regional mina geral monte claro sociedade civil 04 07 encontro regional rondônia 11 07 encontro regional santa catarina 22 07 encontro regional pernambuco 31 07 encontro regional sergipe 07 08 encontro regional mina geral belo horizonte 08 08 encontro regional mato grosso 11 08 encontro regional rio janeiro 12 08 encontro regional distrito federal 14 08 encontro regional rio janeiro 25 08 encontro regional bahia 12 09 encontro regional encontro regional realizar mato grosso sul paulo 17 05 2025 15 09 encontro regional rio grande sul 18 09 encontro regional acre 25 09 encontro regional pará i i,"[""vindo"", ""todo"", ""região"", ""encontro"", ""virtual"", ""19"", ""02"", ""encontro"", ""virtual"", ""michel"", ""temer"", ""01"", ""04"", ""encontro"", ""virtual"", ""rubens"", ""barbosa"", ""07"", ""04"", ""encontro"", ""virtual"", ""romero"", ""jucá"", ""especialista"", ""14"", ""04"", ""encontro"", ""virtual"", ""samuel"", ""pessôa"", ""liderança"", ""debatir"", ""22"", ""04"", ""encontro"", ""virtual"", ""evaristo"", ""miranda"", ""tema"", ""central"", ""29"", ""04"", ""encontro"", ""virtual"", ""transmissão"", ""paulo"", ""rabello"", ""castro"", ""06"", ""05"", ""encontro"", ""virtual"", ""viver"", ""canal"", ""priscila"", ""cruz"", ""naercio"", ""menezes"", ""13"", ""05"", ""encontro"", ""virtual"", ""youtube"", ""fug"", ""luís"", ""antônio"", ""paulino"", ""27"", ""05"", ""encontro"", ""virtual"", ""carlos"", ""alberto"", ""di"", ""franco"", ""escaneie"", ""qr"", ""code"", ""câmera"", ""03"", ""06"", ""encontro"", ""virtual"", ""celular"", ""assista"", ""vídeo"", ""trajetória"", ""construção"", ""documento"", ""vinícius"", ""lummertz"", ""programático"", ""caminho"", ""brasil"", ""10"", ""06"", ""encontro"", ""virtual"", ""leonardo"", ""piccianir"", ""leandro"", ""cruz"", ""08"", ""07"", ""encontro"", ""virtual"", ""joão"", ""gabbardo"", ""maurício"", ""serpa"", ""15"", ""07"", ""encontro"", ""virtual"", ""renato"", ""meirelles"", ""22"", ""07"", ""encontro"", ""virtual"", ""roberto"", ""rodrigues"", ""29"", ""07"", ""encontro"", ""virtual"", ""sérgio"", ""etchegoyen"", ""05"", ""08"", ""encontro"", ""virtual"", ""hussein"", ""kalout"", ""12"", ""08"", ""encontro"", ""virtual"", ""baleia"", ""rossi"", ""18"", ""08"", ""encontro"", ""virtual"", ""pablo"", ""ortellar"", ""26"", ""08"", ""encontro"", ""virtual"", ""luciana"", ""yeung"", ""27"", ""08"", ""encontro"", ""virtual"", ""aldo"", ""rebelo"", ""15"", ""09"", ""encontro"", ""virtual"", ""simone"", ""tebet"", ""encontro"", ""24"", ""03"", ""encontro"", ""regional"", ""paraná"", ""12"", ""05"", ""seminário"", ""caminho"", ""agro"", ""florianópolis"", ""regional"", ""14"", ""05"", ""seminário"", ""caminho"", ""inclusão"", ""porto"", ""alegre"", ""17"", ""05"", ""encontro"", ""regional"", ""paulo"", ""21"", ""05"", ""seminário"", ""caminho"", ""município"", ""brasil"", ""real"", ""brasília"", ""22"", ""05"", ""encontro"", ""regional"", ""amapá"", ""02"", ""06"", ""encontro"", ""regional"", ""debate"", ""presencial"", ""maranhão"", ""estados"", ""13"", ""06"", ""encontro"", ""regional"", ""alagoas"", ""mobilizar"", ""20"", ""06"", ""encontro"", ""regional"", ""amazona"", ""parte"", ""1"", ""parte"", ""2"", ""liderança"", ""local"", ""27"", ""06"", ""encontro"", ""regional"", ""ceará"", ""militância"", ""30"", ""06"", ""encontro"", ""regional"", ""mina"", ""geral"", ""monte"", ""claro"", ""sociedade"", ""civil"", ""04"", ""07"", ""encontro"", ""regional"", ""rondônia"", ""11"", ""07"", ""encontro"", ""regional"", ""santa"", ""catarina"", ""22"", ""07"", ""encontro"", ""regional"", ""pernambuco"", ""31"", ""07"", ""encontro"", ""regional"", ""sergipe"", ""07"", ""08"", ""encontro"", ""regional"", ""mina"", ""geral"", ""belo"", ""horizonte"", ""08"", ""08"", ""encontro"", ""regional"", ""mato"", ""grosso"", ""11"", ""08"", ""encontro"", ""regional"", ""rio"", ""janeiro"", ""12"", ""08"", ""encontro"", ""regional"", ""distrito"", ""federal"", ""14"", ""08"", ""encontro"", ""regional"", ""rio"", ""janeiro"", ""25"", ""08"", ""encontro"", ""regional"", ""bahia"", ""12"", ""09"", ""encontro"", ""regional"", ""encontro"", ""regional"", ""realizar"", ""mato"", ""grosso"", ""sul"", ""paulo"", ""17"", ""05"", ""2025"", ""15"", ""09"", ""encontro"", ""regional"", ""rio"", ""grande"", ""sul"", ""18"", ""09"", ""encontro"", ""regional"", ""acre"", ""25"", ""09"", ""encontro"", ""regional"", ""pará"", ""i"", ""i""]"
79,CO NTEÚ D O P RO G RAMÁTI CO Caminhos para o Brasil A nossa causa O BRASIL É DE TODOS O princípio fundamental abaixo da média global e do MDB é garantir e zelar muito aquém de outros pelo exercício pleno das países emergentes.,co nteú d p ro g ramáti co caminho brasil causa brasil todo princípio fundamental abaixo média global mdb garantir zelar aquém outro exercício pleno país emergente,"[""co"", ""nteú"", ""d"", ""p"", ""ro"", ""g"", ""ramáti"", ""co"", ""caminho"", ""brasil"", ""causa"", ""brasil"", ""todo"", ""princípio"", ""fundamental"", ""abaixo"", ""média"", ""global"", ""mdb"", ""garantir"", ""zelar"", ""aquém"", ""outro"", ""exercício"", ""pleno"", ""país"", ""emergente""]"
80,"Esse é um instituições democráticas em aprisionamento inadmissível todas as dimensões da vida à armadilha da renda média, nacional, no presente e no superada, no mesmo período, futuro.",instituição democrático aprisionamento inadmissível todo dimensão vida armadilho renda médio nacional presente superar período futuro,"[""instituição"", ""democrático"", ""aprisionamento"", ""inadmissível"", ""todo"", ""dimensão"", ""vida"", ""armadilho"", ""renda"", ""médio"", ""nacional"", ""presente"", ""superar"", ""período"", ""futuro""]"
81,"Contudo, para que os por diversas nações ao redor direitos individuais e coletivos do mundo.",contudo diversos nação redor direito individual coletivo mundo,"[""contudo"", ""diversos"", ""nação"", ""redor"", ""direito"", ""individual"", ""coletivo"", ""mundo""]"
82,"sejam garantidos de fato, não podemos nos acostumar, Além disso, trata-se de um relativizar ou contemporizar País que, mesmo após ter com a desigualdade e exclusão ampliado sua carga tributária persistentes no Brasil, com em mais de um terço, não indicadores alarmantes de aumentou sua capacidade de violência, com o contingente investimento, e se vê diante de jovens sem perspectiva de de riscos de insolvência, futuro, que não trabalham, com a relação dívida/PIB em nem estudam.",garantir fato poder acostumar além de isso tratar relativizar contemporizar país após ter desigualdade exclusão ampliar carga tributário persistente brasil terço indicador alarmante aumentar capacidade violência contingente investimento vêr diante jovem perspectiva risco insolvência futuro trabalhar relação dívida pib estudar,"[""garantir"", ""fato"", ""poder"", ""acostumar"", ""além"", ""de isso"", ""tratar"", ""relativizar"", ""contemporizar"", ""país"", ""após"", ""ter"", ""desigualdade"", ""exclusão"", ""ampliar"", ""carga"", ""tributário"", ""persistente"", ""brasil"", ""terço"", ""indicador"", ""alarmante"", ""aumentar"", ""capacidade"", ""violência"", ""contingente"", ""investimento"", ""vêr"", ""diante"", ""jovem"", ""perspectiva"", ""risco"", ""insolvência"", ""futuro"", ""trabalhar"", ""relação"", ""dívida"", ""pib"", ""estudar""]"
83,trajetória preocupante.,trajetória preocupante,"[""trajetória"", ""preocupante""]"
84,"Temos um Estado disfuncional, É inaceitável que um País que conserva privilégios continental, dotado de arraigados em sua estrutura riquezas naturais abundantes, e cujo orçamento se tornou com uma tradição histórica alvo de disputa por grupos de convivência intercultural, especializados na captura de ainda que marcada por recursos públicos. desigualdades e desafios constantes, e com uma Perdemos o bônus convivência pacífica com demográfico, e será necessário seus vizinhos, tenha crescido buscar novos vetores de nas últimas quatro décadas prosperidade.",estado disfuncional inaceitável país conservar privilégio continental dotar arraigar estrutura riqueza natural abundante cujo orçamento tornar tradição histórico alvo disputar grupo convivência intercultural especializar captura ainda marcar recurso público desigualdade desafio constante perder bônu convivência pacífico demográfico necessário vizinho crescer buscar novo vetor último quatro década prosperidade,"[""estado"", ""disfuncional"", ""inaceitável"", ""país"", ""conservar"", ""privilégio"", ""continental"", ""dotar"", ""arraigar"", ""estrutura"", ""riqueza"", ""natural"", ""abundante"", ""cujo"", ""orçamento"", ""tornar"", ""tradição"", ""histórico"", ""alvo"", ""disputar"", ""grupo"", ""convivência"", ""intercultural"", ""especializar"", ""captura"", ""ainda"", ""marcar"", ""recurso"", ""público"", ""desigualdade"", ""desafio"", ""constante"", ""perder"", ""bônu"", ""convivência"", ""pacífico"", ""demográfico"", ""necessário"", ""vizinho"", ""crescer"", ""buscar"", ""novo"", ""vetor"", ""último"", ""quatro"", ""década"", ""prosperidade""]"
85,I I .,i i,"[""i"", ""i""]"
